MoldingMachine_57,Timestamp_2,_12,3.49
MoldingMachine_57,Timestamp_2,_13,23.05
MoldingMachine_57,Timestamp_2,_14,51.47
MoldingMachine_57,Timestamp_2,_15,0.93
MoldingMachine_57,Timestamp_2,_16,15.46
MoldingMachine_57,Timestamp_2,_17,1.03
MoldingMachine_57,Timestamp_2,_18,0.13
MoldingMachine_57,Timestamp_2,_19,55.21
MoldingMachine_57,Timestamp_2,_20,-0.02
MoldingMachine_57,Timestamp_2,_21,0.06
MoldingMachine_57,Timestamp_2,_22,26.32
MoldingMachine_57,Timestamp_2,_23,28.09
MoldingMachine_57,Timestamp_2,_24,41.57
MoldingMachine_57,Timestamp_2,_25,1.1
MoldingMachine_57,Timestamp_2,_26,5.16
MoldingMachine_57,Timestamp_2,_27,0.54
MoldingMachine_57,Timestamp_2,_28,1.33
MoldingMachine_57,Timestamp_2,_29,0.46
MoldingMachine_57,Timestamp_2,_30,0.07
MoldingMachine_57,Timestamp_2,_31,1.2
MoldingMachine_57,Timestamp_2,_32,272.0
MoldingMachine_57,Timestamp_2,_33,262.14
MoldingMachine_57,Timestamp_2,_34,255.13
MoldingMachine_57,Timestamp_2,_35,260.0
MoldingMachine_57,Timestamp_2,_36,19.54
MoldingMachine_57,Timestamp_2,_37,18.43
MoldingMachine_57,Timestamp_2,_38,7.03
MoldingMachine_57,Timestamp_2,_39,17.55
MoldingMachine_57,Timestamp_2,_40,0.0
MoldingMachine_57,Timestamp_2,_41,98.13
MoldingMachine_57,Timestamp_2,_42,94.23
MoldingMachine_57,Timestamp_2,_43,85.07
MoldingMachine_57,Timestamp_2,_44,75.94
MoldingMachine_57,Timestamp_2,_45,6.98
MoldingMachine_57,Timestamp_2,_46,1546.03
MoldingMachine_57,Timestamp_2,_47,1584.39
MoldingMachine_57,Timestamp_2,_48,48.71
MoldingMachine_57,Timestamp_2,_49,714.91
MoldingMachine_57,Timestamp_2,_50,71.6
MoldingMachine_57,Timestamp_2,_51,8.15
MoldingMachine_57,Timestamp_2,_52,47.39
MoldingMachine_57,Timestamp_2,_53,9.0
MoldingMachine_57,Timestamp_2,_54,6.5
MoldingMachine_57,Timestamp_2,_55,19.91
MoldingMachine_57,Timestamp_2,_56,34.27
MoldingMachine_57,Timestamp_2,_57,56.17
MoldingMachine_57,Timestamp_2,_58,85.36
MoldingMachine_57,Timestamp_2,_59,10.17
MoldingMachine_57,Timestamp_2,_60,66.83
MoldingMachine_57,Timestamp_2,_61,91.93
MoldingMachine_57,Timestamp_2,_62,2.88
MoldingMachine_57,Timestamp_2,_63,86.55
MoldingMachine_57,Timestamp_2,_64,82.82
MoldingMachine_57,Timestamp_2,_65,2.96
MoldingMachine_57,Timestamp_2,_66,2136.7
MoldingMachine_57,Timestamp_2,_67,736.75
MoldingMachine_57,Timestamp_2,_68,16.07
MoldingMachine_57,Timestamp_2,_69,78.03
MoldingMachine_57,Timestamp_2,_70,70.45
MoldingMachine_57,Timestamp_2,_71,33.81
MoldingMachine_57,Timestamp_2,_72,79.17
MoldingMachine_57,Timestamp_2,_73,7.51
MoldingMachine_57,Timestamp_2,_74,33.14
MoldingMachine_57,Timestamp_2,_75,6.0
MoldingMachine_57,Timestamp_2,_76,31.18
MoldingMachine_57,Timestamp_2,_77,1324.86
MoldingMachine_57,Timestamp_2,_78,0.0
MoldingMachine_57,Timestamp_2,_79,2.37
MoldingMachine_57,Timestamp_2,_80,-1.76
MoldingMachine_57,Timestamp_2,_81,20.71
MoldingMachine_57,Timestamp_2,_82,1.2
MoldingMachine_57,Timestamp_2,_83,2.84
MoldingMachine_57,Timestamp_2,_84,55.0
MoldingMachine_57,Timestamp_2,_85,15.81
MoldingMachine_57,Timestamp_2,_86,36.57
MoldingMachine_57,Timestamp_2,_87,0.0
MoldingMachine_57,Timestamp_2,_88,33.79
MoldingMachine_57,Timestamp_2,_89,292.16
MoldingMachine_57,Timestamp_2,_90,1212.47
MoldingMachine_57,Timestamp_2,_91,42.95
MoldingMachine_57,Timestamp_2,_92,76.69
MoldingMachine_57,Timestamp_2,_93,47.37
MoldingMachine_57,Timestamp_2,_94,75.7
MoldingMachine_57,Timestamp_2,_95,84.57
MoldingMachine_57,Timestamp_2,_96,16.01
MoldingMachine_57,Timestamp_2,_97,12.62
MoldingMachine_57,Timestamp_2,_98,844.12
MoldingMachine_57,Timestamp_2,_99,3450.78
MoldingMachine_57,Timestamp_2,_100,6.12
MoldingMachine_57,Timestamp_2,_101,1400.0
MoldingMachine_57,Timestamp_2,_102,1.31
MoldingMachine_57,Timestamp_2,_103,42.6
MoldingMachine_57,Timestamp_2,_105,0.51
MoldingMachine_57,Timestamp_2,_106,1.37
MoldingMachine_57,Timestamp_2,_107,45.0
MoldingMachine_57,Timestamp_2,_108,45.08
MoldingMachine_57,Timestamp_2,_109,54.55
MoldingMachine_57,Timestamp_2,_110,45.0
MoldingMachine_57,Timestamp_2,_111,2.66
MoldingMachine_57,Timestamp_2,_112,77.92
MoldingMachine_57,Timestamp_2,_113,28.76
MoldingMachine_57,Timestamp_2,_114,91.2
MoldingMachine_57,Timestamp_2,_115,43.14
MoldingMachine_57,Timestamp_2,_116,7.66
MoldingMachine_57,Timestamp_2,_117,78.09
MoldingMachine_57,Timestamp_2,_118,63.7
MoldingMachine_57,Timestamp_2,_119,81.88
MoldingMachine_57,Timestamp_3,_3,6828.69
MoldingMachine_57,Timestamp_3,_4,1389.44
MoldingMachine_57,Timestamp_3,_5,574.12
MoldingMachine_57,Timestamp_3,_6,3276.0
MoldingMachine_57,Timestamp_3,_7,0.61
MoldingMachine_57,Timestamp_3,_8,293.81
MoldingMachine_57,Timestamp_3,_9,-0.0
MoldingMachine_57,Timestamp_3,_10,9.05
MoldingMachine_57,Timestamp_3,_11,16.0
MoldingMachine_57,Timestamp_3,_12,3.15
MoldingMachine_57,Timestamp_3,_13,7.35
MoldingMachine_57,Timestamp_3,_14,51.47
MoldingMachine_57,Timestamp_3,_15,1.02
MoldingMachine_57,Timestamp_3,_16,15.46
MoldingMachine_57,Timestamp_3,_17,1.05
MoldingMachine_57,Timestamp_3,_18,-0.02
MoldingMachine_57,Timestamp_3,_19,55.21
MoldingMachine_57,Timestamp_3,_20,0.02
MoldingMachine_57,Timestamp_3,_21,-0.0
MoldingMachine_57,Timestamp_3,_22,26.32
MoldingMachine_57,Timestamp_3,_23,28.09
MoldingMachine_57,Timestamp_3,_24,41.57
MoldingMachine_57,Timestamp_3,_25,1.1
MoldingMachine_57,Timestamp_3,_26,5.16
MoldingMachine_57,Timestamp_3,_27,0.54
MoldingMachine_57,Timestamp_3,_28,1.33
MoldingMachine_57,Timestamp_3,_29,0.47
MoldingMachine_57,Timestamp_3,_30,0.06
MoldingMachine_57,Timestamp_3,_31,1.2
MoldingMachine_57,Timestamp_3,_32,272.0
MoldingMachine_57,Timestamp_3,_33,262.9
MoldingMachine_57,Timestamp_3,_34,255.29
MoldingMachine_57,Timestamp_3,_35,260.0
MoldingMachine_57,Timestamp_3,_36,17.63
MoldingMachine_57,Timestamp_3,_37,18.41
MoldingMachine_57,Timestamp_3,_38,6.62
MoldingMachine_57,Timestamp_3,_39,17.55
MoldingMachine_57,Timestamp_3,_40,0.0
MoldingMachine_57,Timestamp_3,_41,98.13
MoldingMachine_57,Timestamp_3,_42,94.23
MoldingMachine_57,Timestamp_3,_43,85.07
MoldingMachine_57,Timestamp_3,_44,75.94
MoldingMachine_57,Timestamp_3,_45,6.98
MoldingMachine_57,Timestamp_3,_46,1542.93
MoldingMachine_57,Timestamp_3,_47,1658.5
MoldingMachine_57,Timestamp_3,_48,48.71
MoldingMachine_57,Timestamp_3,_49,744.91
MoldingMachine_57,Timestamp_3,_50,71.6
MoldingMachine_57,Timestamp_3,_51,8.15
MoldingMachine_57,Timestamp_3,_52,47.39
MoldingMachine_57,Timestamp_3,_53,9.0
MoldingMachine_57,Timestamp_3,_54,6.5
MoldingMachine_57,Timestamp_3,_55,19.91
MoldingMachine_57,Timestamp_3,_56,34.8
MoldingMachine_57,Timestamp_3,_57,56.17
MoldingMachine_57,Timestamp_3,_58,85.36
MoldingMachine_57,Timestamp_3,_59,10.17
MoldingMachine_57,Timestamp_3,_60,66.83
MoldingMachine_57,Timestamp_3,_61,91.93
MoldingMachine_57,Timestamp_3,_62,2.88
MoldingMachine_57,Timestamp_3,_63,86.55
MoldingMachine_57,Timestamp_3,_64,82.82
MoldingMachine_57,Timestamp_3,_65,2.99
MoldingMachine_57,Timestamp_3,_66,2149.7
MoldingMachine_57,Timestamp_3,_67,736.75
MoldingMachine_57,Timestamp_3,_68,16.07
MoldingMachine_57,Timestamp_3,_69,78.03
MoldingMachine_57,Timestamp_3,_70,70.88
MoldingMachine_57,Timestamp_3,_71,31.34
MoldingMachine_57,Timestamp_3,_72,79.17
MoldingMachine_57,Timestamp_3,_73,7.48
MoldingMachine_57,Timestamp_3,_74,33.23
MoldingMachine_57,Timestamp_3,_75,6.0
MoldingMachine_57,Timestamp_3,_76,31.18
MoldingMachine_57,Timestamp_3,_77,1318.2
MoldingMachine_57,Timestamp_3,_78,0.0
MoldingMachine_57,Timestamp_3,_79,2.37
MoldingMachine_57,Timestamp_3,_80,-2.76
MoldingMachine_57,Timestamp_3,_81,20.71
MoldingMachine_57,Timestamp_3,_82,1.22
MoldingMachine_57,Timestamp_3,_83,1.97
MoldingMachine_57,Timestamp_3,_84,55.0
MoldingMachine_57,Timestamp_3,_85,15.81
MoldingMachine_57,Timestamp_3,_86,36.57
MoldingMachine_57,Timestamp_3,_87,0.0
MoldingMachine_57,Timestamp_3,_88,33.79
MoldingMachine_57,Timestamp_3,_89,313.16
MoldingMachine_57,Timestamp_3,_90,1214.47
MoldingMachine_57,Timestamp_3,_91,42.95
MoldingMachine_57,Timestamp_3,_92,76.69
MoldingMachine_57,Timestamp_3,_93,47.37
MoldingMachine_57,Timestamp_3,_94,75.7
MoldingMachine_57,Timestamp_3,_95,84.57
MoldingMachine_57,Timestamp_3,_96,16.01
MoldingMachine_57,Timestamp_3,_97,12.62
MoldingMachine_57,Timestamp_3,_98,847.12
MoldingMachine_57,Timestamp_3,_99,3548.78
MoldingMachine_57,Timestamp_3,_100,6.12
MoldingMachine_57,Timestamp_3,_101,1400.0
MoldingMachine_57,Timestamp_3,_102,3.35
MoldingMachine_57,Timestamp_3,_103,42.54
MoldingMachine_57,Timestamp_3,_105,0.49
MoldingMachine_57,Timestamp_3,_106,1.37
MoldingMachine_57,Timestamp_3,_107,45.0
MoldingMachine_57,Timestamp_3,_108,45.35
MoldingMachine_57,Timestamp_3,_109,54.25
MoldingMachine_57,Timestamp_3,_110,45.0
MoldingMachine_57,Timestamp_3,_111,2.2
MoldingMachine_57,Timestamp_3,_112,77.23
MoldingMachine_57,Timestamp_3,_113,28.76
MoldingMachine_57,Timestamp_3,_114,91.2
MoldingMachine_57,Timestamp_3,_115,43.14
MoldingMachine_57,Timestamp_3,_116,7.66
MoldingMachine_57,Timestamp_3,_117,78.09
MoldingMachine_57,Timestamp_3,_118,63.7
MoldingMachine_57,Timestamp_3,_119,81.88
MoldingMachine_57,Timestamp_4,_3,6895.69
MoldingMachine_57,Timestamp_4,_4,864.41
MoldingMachine_57,Timestamp_4,_5,530.71
MoldingMachine_57,Timestamp_4,_6,3276.0
MoldingMachine_57,Timestamp_4,_7,2.06
MoldingMachine_57,Timestamp_4,_8,81.65
MoldingMachine_57,Timestamp_4,_9,-0.0
MoldingMachine_57,Timestamp_4,_10,10.27
MoldingMachine_57,Timestamp_4,_11,17.01
MoldingMachine_57,Timestamp_4,_12,3.61
MoldingMachine_57,Timestamp_4,_13,24.53
MoldingMachine_57,Timestamp_4,_14,51.47
MoldingMachine_57,Timestamp_4,_15,0.9
MoldingMachine_57,Timestamp_4,_16,15.46
MoldingMachine_57,Timestamp_4,_17,1.05
MoldingMachine_57,Timestamp_4,_18,0.06
MoldingMachine_57,Timestamp_4,_19,55.21
MoldingMachine_57,Timestamp_4,_20,0.0
MoldingMachine_57,Timestamp_4,_21,0.03
MoldingMachine_57,Timestamp_4,_22,26.32
MoldingMachine_57,Timestamp_4,_23,28.09
MoldingMachine_57,Timestamp_4,_24,41.57
MoldingMachine_57,Timestamp_4,_25,1.1
MoldingMachine_57,Timestamp_4,_26,5.16
MoldingMachine_57,Timestamp_4,_27,0.56
MoldingMachine_57,Timestamp_4,_28,1.33
MoldingMachine_57,Timestamp_4,_29,0.45
MoldingMachine_57,Timestamp_4,_30,0.06
MoldingMachine_57,Timestamp_4,_31,1.2
MoldingMachine_57,Timestamp_4,_32,272.0
MoldingMachine_57,Timestamp_4,_33,261.91
MoldingMachine_57,Timestamp_4,_34,254.85
MoldingMachine_57,Timestamp_4,_35,260.0
MoldingMachine_57,Timestamp_4,_36,18.56
MoldingMachine_57,Timestamp_4,_37,17.86
MoldingMachine_57,Timestamp_4,_38,6.54
MoldingMachine_57,Timestamp_4,_39,17.55
MoldingMachine_57,Timestamp_4,_40,0.0
MoldingMachine_57,Timestamp_4,_41,98.13
MoldingMachine_57,Timestamp_4,_42,94.23
MoldingMachine_57,Timestamp_4,_43,85.07
MoldingMachine_57,Timestamp_4,_44,75.94
MoldingMachine_57,Timestamp_4,_45,6.98
MoldingMachine_57,Timestamp_4,_46,1565.76
MoldingMachine_57,Timestamp_4,_47,1571.86
MoldingMachine_57,Timestamp_4,_48,48.71
MoldingMachine_57,Timestamp_4,_49,774.91
MoldingMachine_57,Timestamp_4,_50,71.6
MoldingMachine_57,Timestamp_4,_51,8.15
MoldingMachine_57,Timestamp_4,_52,47.39
MoldingMachine_57,Timestamp_4,_53,9.0
MoldingMachine_57,Timestamp_4,_54,6.5
MoldingMachine_57,Timestamp_4,_55,19.91
MoldingMachine_57,Timestamp_4,_56,33.07
MoldingMachine_57,Timestamp_4,_57,56.17
MoldingMachine_57,Timestamp_4,_58,85.36
MoldingMachine_57,Timestamp_4,_59,10.17
MoldingMachine_57,Timestamp_4,_60,66.83
MoldingMachine_57,Timestamp_4,_61,91.93
MoldingMachine_57,Timestamp_4,_62,2.88
MoldingMachine_57,Timestamp_4,_63,86.55
MoldingMachine_57,Timestamp_4,_64,82.82
MoldingMachine_57,Timestamp_4,_65,2.98
MoldingMachine_57,Timestamp_4,_66,2162.7
MoldingMachine_57,Timestamp_4,_67,736.75
MoldingMachine_57,Timestamp_4,_68,16.07
MoldingMachine_57,Timestamp_4,_69,78.03
MoldingMachine_57,Timestamp_4,_70,70.94
MoldingMachine_57,Timestamp_4,_71,28.34
MoldingMachine_57,Timestamp_4,_72,79.17
MoldingMachine_57,Timestamp_4,_73,7.54
MoldingMachine_57,Timestamp_4,_74,33.36
MoldingMachine_57,Timestamp_4,_75,6.0
MoldingMachine_57,Timestamp_4,_76,31.18
MoldingMachine_57,Timestamp_4,_77,1370.73
MoldingMachine_57,Timestamp_4,_78,-0.01
MoldingMachine_57,Timestamp_4,_79,2.37
MoldingMachine_57,Timestamp_4,_80,-3.76
MoldingMachine_57,Timestamp_4,_81,20.71
MoldingMachine_57,Timestamp_4,_82,1.21
MoldingMachine_57,Timestamp_4,_83,2.36
MoldingMachine_57,Timestamp_4,_84,55.0
MoldingMachine_57,Timestamp_4,_85,15.81
MoldingMachine_57,Timestamp_4,_86,36.57
MoldingMachine_57,Timestamp_4,_87,0.0
MoldingMachine_57,Timestamp_4,_88,33.79
MoldingMachine_57,Timestamp_4,_89,334.16
MoldingMachine_57,Timestamp_4,_90,1216.47
MoldingMachine_57,Timestamp_4,_91,42.95
MoldingMachine_57,Timestamp_4,_92,76.69
MoldingMachine_57,Timestamp_4,_93,47.37
MoldingMachine_57,Timestamp_4,_94,75.7
MoldingMachine_57,Timestamp_4,_95,84.57
